course-code,course-title,credits,description,mortarboard,Requisites:
E C E/M E  739,"KINEMATICS, DYNAMICS, AND CONTROL OF ROBOTIC MANIPULATORS",3,"Robotics analysis and design, focusing on the analytical fundamentals specific to robotic manipulators. Serial chain robotic manipulator forward and inverse kinematics, differential kinematics, dynamics, motion planning, and controls. Knowledge of linear algebra [such as MATH 320], high-level computational programming language such as MATLAB, and system dynamics [such as M E 340] strongly encouraged.",False,Graduate/professional standing
E C E 740,ELECTROMAGNETIC THEORY,3,"Time harmonic fields and waves in linear media with applications to radiation, guiding and scattering; wave and surface impedance and admittance concepts; duality, uniqueness, image theory, equivalence principle, induction and compensation theorems, reciprocity, Green's functions, wave functions, potential and transform theory. Knowledge of electromagnetics [such as E C E 420] strongly encouraged.",False,Graduate/professional standing
E C E 741,SEMICONDUCTOR DIODE LASERS AND OTHER OPTOELECTRONIC DEVICES,3,"An overview of modern photonic technology and an introduction to key parameters and concepts; the basic mechanisms determining the relationship between optical gain and current density, and quantum-well laser structures; physics of high-power phase-locked laser arrays or other optoelectronics devices. Knowledge of electromagnetics [such as E C E 320] and solid-state electronics [such as E C E 335] strongly encouraged.",False,Graduate/professional standing
E C E 742,COMPUTATIONAL METHODS IN ELECTROMAGNETICS,3,"Computational techniques for solving differential and integral equations that govern static, frequency-domain, and time-domain electromagnetic field phenomena. Applications of the finite-difference time-domain method, finite-element method, and method of moments to practical electromagnetics engineering problems. Knowledge of high-level programming language like MATLAB strongly encouraged. Knowledge of electromagnetics [such as E C E 320] strongly encouraged.",False,Graduate/professional standing
E C E 743,HIGH-POWER DIODE LASERS AND AMPLIFIERS,3,"Single-mode diode lasers and amplifiers and their applications; an in-depth treatment of the four basic types of high-power coherent diodes: phase-locked arrays, master-oscillator power amplifiers, unstable resonators, and external-cavity-controlled resonators. Knowledge of electromagnetics [such as E C E 320] and solid-state electronics [such as E C E 335] strongly encouraged.",False,Graduate/professional standing
E C E 744,THEORY OF MICROWAVE CIRCUITS AND DEVICES,3,"Scattering matrices; symmetrical junctions; impedance and ABCD matrices; equivalent circuits. Wave propagation in periodic structures and anisotropic media; Floquet's theorem; Brillouin diagrams; Hartree harmonics; tensor permeability, conductivity, and permittivity; coupled wave equations; normal modes; applications in ferrite devices. Knowledge of advanced engineering electromagnetics [such as E C E 740] strongly encouraged.",False,Graduate/professional standing
E C E 745,SOLID STATE ELECTRONICS,3,"Physical principles underlying the action of semiconductor devices, chemical bonding and energy band structure, Boltzmann transport theory, optical and high frequency effects, diffusion and drift, interfaces, properties of elemental and compound semiconductors.",False,Graduate/professional standing
E C E/PHYSICS  746,QUANTUM ELECTRONICS,3,"Elementary aspects of Lagrange theory of fields and field quantization; Bose, Fermi and Pauli operators; interaction of fields; quantum theory of damping and fluctuations; applications to lasers, nonlinear optics, and quantum optics. Knowledge of lasers [such as PHYSICS/E C E  546] and graduate-level electromagnetics [such as E C E 740 or PHYSICS 721] strongly encouraged.",False,Graduate/professional standing
E C E 747,NANOPHOTONICS,3,"Optics/photonics at nanometer and micrometer length scales, including EM waves in dielectrics and metals, computational electromagnetics, waveguides and waveguide coupling, optical resonators, basic nanofabrication techniques, thin-film interference, surface-plasmon polaritons, localized surface-plasmon resonances, applications of plasmonics, super-resolution imaging, photonic crystals, composite materials and metamaterials, metasurfaces. Knowledge of Maxwell's equation and basic ray/wave optics, as would typically be obtained from junior-level or higher electromagnetics or optics courses [such as E C E 320 or E C E 434], is strongly encouraged.",False,Graduate/professional standing
E C E/PHYSICS  748,LINEAR WAVES,3,"General considerations of linear wave phenomena; one dimensional waves; two and three dimensional waves; wave equations with constant coefficients; inhomogenous media; random media. Lagrangian and Hamiltonian formulations; asymptotic methods. Knowledge of electromagnetics [such as E C E 320 or PHYSICS 321], mechanics [such as M E 340], or vibrations [such as M E 440] strongly encouraged.",False,Graduate/professional standing
E C E/N E/PHYSICS  749,COHERENT GENERATION AND PARTICLE BEAMS,3,"Fundamental theory and recent advances in coherent radiation charged particle beam sources (microwave to X-ray wavelengths) including free electron lasers, wiggler/wave-particle dynamics, Cerenkov masers, gyrotrons, coherent gain and efficiency, spontaneous emission, beam sources and quality, related accelerator concepts experimental results and applications.",False,E C E 740
E C E/COMP SCI  750,REAL-TIME COMPUTING SYSTEMS,3,"Introduction to the unique issues in the design and analysis of computer systems for real-time applications. Hardware and software support for guaranteeing timeliness with and without failures. Resource management, time-constrained communication, scheduling and imprecise computations, real-time kernels and case studies. Students are strongly encouraged to have knowledge of computer architecture (e.g., E C E/COMP SCI  552) and operating system functions (e.g., COMP SCI 537)",False,Graduate/professional standing
E C E 751,EMBEDDED COMPUTING SYSTEMS,3,"Embedded applications, embedded processors and multiprocessors, embedded system design and simulation, configurable/reconfigurable embedded systems, embedded compilers and tool chains, run-time systems, application design and customization, hardware and software co-design, low-power design. Knowledge of computer architecture [such as E C E 552] strongly encouraged.",False,Graduate/professional standing
E C E/COMP SCI  752,ADVANCED COMPUTER ARCHITECTURE I,3,"Processor design, computer arithmetic, pipelining, multi-operation processors, vector processors, control units, precise interrupts, main memory, cache memories, instruction set design, stack machines, busses and I/O, protection and security. Students are strongly encouraged to have knowledge of computer architecture (e.g., E C E/COMP SCI  552).",False,Graduate/professional standing
E C E 753,FAULT-TOLERANT COMPUTING,3,"Fault modeling, redundancy techniques and reliability evaluation, error detecting and correcting codes, self-checking circuits, fault diagnosis, software fault tolerance, and case studies. Knowledge of probability [such as E C E 431] and computer architecture [such as E C E/COMP SCI  552] strongly encouraged.",False,Graduate/professional standing
E C E/COMP SCI  755,VLSI SYSTEMS DESIGN,3,Overview of MOS devices and circuits; introduction to integrated circuit fabrication; topological design of data flow and control; interactive graphics layout; circuit simulation; system timing; organizational and architectural considerations; alternative implementation approaches; design project. E C E 555 or equivalent experience is strongly recommended.,False,Graduate/professional standing
E C E/COMP SCI  756,COMPUTER-AIDED DESIGN FOR VLSI,3,"Broad introduction to computer-aided design tools for VLSI, emphasizing implementation algorithms and data structures. Topics covered: design styles, layout editors, symbolic compaction, module generators, placement and routing, automatic synthesis, design-rule checking, circuit extraction, simulation and verification. Students are strongly encourage to have programming skills and to have taken a course in Digital System Fundamentals such as E C E/COMP SCI  352.",False,Graduate/professional standing
